gene	abslogFC	rank	eid	weightFC	weightR
PIK3IP1	9.042317729	46	113791	0.73457320863994	0.85
FZD4	8.994359139	47	8322	0.730677183705408	0.846666666666667
TXNDC11	8.989677512	48	51061	0.730296861107805	0.843333333333333
EDC4	8.953028078	49	23644	0.727319561135047	0.84
PPP1R13B	8.932393635	50	23368	0.725643275313504	0.836666666666667
CBX7	8.931874781	51	23492	0.725601125030909	0.833333333333333
TRAK1	8.916575118	52	22906	0.724358222173716	0.83
RNASE2	8.910919065	53	6036	0.723898739867855	0.826666666666667
SLC25A4	8.904005042	54	291	0.723337063513193	0.823333333333333
LMBR1L	8.897386005	55	55716	0.72279935101592	0.82
FENDRR	8.890102862	56	400550	0.72220768836008	0.816666666666667
PYCR2	8.874597825	57	29920	0.720948101479756	0.813333333333333
RXRB	8.859858758	58	6257	0.719750739911291	0.81
MOAP1	8.849841519	59	64112	0.718936966759929	0.806666666666667
XAB2	8.848750714	60	56949	0.718848352739402	0.803333333333333
DCHS1	8.836477909	61	8642	0.717851343563431	0.8
LCN10	8.829411687	62	414332	0.717277302977481	0.796666666666667
TBX2	8.821269482	63	6909	0.716615852469822	0.793333333333333
RNMT	8.800952283	64	8731	0.714965338684829	0.79
MFNG	8.789875124	65	4242	0.71406546052603	0.786666666666667
STARD10	8.740506991	66	10809	0.71005492816594	0.783333333333333
GAL	8.72872754	67	51083	0.709097997722174	0.78
GATA2	8.709215745	68	2624	0.707512912759553	0.776666666666667
SLC25A29	8.704187177	69	123096	0.707104405622187	0.773333333333333
RASL12	8.687861757	70	51285	0.70577817306642	0.77
PQLC1	8.682436777	71	80148	0.705337462500297	0.766666666666667
TFIP11	8.669207368	72	24144	0.704262741426698	0.763333333333333
TRIM29	8.662504781	73	23650	0.703718241555499	0.76
MARCH2	8.653749084	74	51257	0.703006952632467	0.756666666666667
MICAL3	8.638876388	75	57553	0.701798735408823	0.753333333333333
NT5DC2	8.637043023	76	64943	0.701649797840931	0.75
C2CD2	8.627275126	77	25966	0.700856280552997	0.746666666666667
SPSB3	8.626880192	78	90864	0.700824197192926	0.743333333333333
PCID2	8.623413919	79	55795	0.700542606636617	0.74
CRY2	8.617604558	80	1408	0.700070670007335	0.736666666666667
SGSM2	8.615204063	81	9905	0.699875660346392	0.733333333333333
ABTB1	8.604348309	82	80325	0.698993768525403	0.73
MADD	8.600560234	83	2108	0.698686035653067	0.726666666666667
NOD1	8.585830216	84	10392	0.697489409200661	0.723333333333333
ZFAND2B	8.579316459	85	130617	0.696960249363195	0.72
BCOR	8.574395432	86	54880	0.696560478563105	0.716666666666667
FAM160B2	8.565540443	87	64760	0.69584112342904	0.713333333333333
ZBTB5	8.561039777	88	9925	0.695475501609091	0.71
PRKAB1	8.558856229	89	5564	0.695298116130207	0.706666666666667
ITPR1	8.555109126	90	3708	0.694993711711306	0.703333333333333
ZSWIM8	8.541760025	91	23053	0.693909267186361	0.7
ZNF451	8.540966751	92	26036	0.693844823772075	0.696666666666667
ISYNA1	8.536044791	93	51477	0.693444977177612	0.693333333333333
ARHGAP10	8.534332395	94	57584	0.69330586680106	0.69
MYO1D	8.527025883	95	4642	0.692712305711452	0.686666666666667
PLEKHM1	8.511880796	96	9842	0.691481960186538	0.683333333333333
PODN	8.511385303	97	127435	0.691441707687812	0.68
FAM118A	8.506529311	98	55007	0.69104722015359	0.676666666666667
RSAD1	8.502747565	99	55316	0.690740001431937	0.673333333333333
ELK3	8.498954248	100	2004	0.690431842713831	0.67
PPP6R2	8.491567998	101	9701	0.689831803926771	0.666666666666667
DTX4	8.491144316	102	23220	0.689797385157656	0.663333333333333
HMGN3	8.470924848	103	9324	0.688154810772316	0.66
MFAP1	8.470464963	104	4236	0.688117450970308	0.656666666666667
OTUD3	8.464412089	105	23252	0.687625732009646	0.653333333333333
AKAP17A	8.460990632	106	8227	0.687347782182839	0.65
ENTPD6	8.455077538	107	955	0.686867418567807	0.646666666666667
XPC	8.454406006	108	7508	0.686812865141271	0.643333333333333
ADCY6	8.450062583	109	112	0.686460017313401	0.64
DAAM2	8.445016251	110	23500	0.686050067077167	0.636666666666667
CD320	8.4388448	111	51293	0.685548715244717	0.633333333333333
DENND2A	8.43598677	112	27147	0.68531653668935	0.63
SPRED1	8.42856781	113	161742	0.684713840631182	0.626666666666667
NFATC4	8.424492097	114	4776	0.684382740832918	0.623333333333333
ASB1	8.422558054	115	51665	0.684225624459137	0.62
TMTC1	8.420075024	116	83857	0.684023909880097	0.616666666666667
PPP1R3C	8.419879519	117	5507	0.684008027587586	0.613333333333333
PRG2	8.415608103	118	5553	0.683661029411831	0.61
CDKN2AIP	8.413906763	119	55602	0.683522817194539	0.606666666666667
PGF	8.412317888	120	5228	0.68339374132684	0.603333333333333
F2RL3	8.411168085	121	9002	0.683300334469845	0.6
SH3PXD2B	8.410743262	122	285590	0.683265823009005	0.596666666666667
TSPAN18	8.406807144	123	90139	0.682946063527475	0.593333333333333
NCAPH2	8.395121117	124	29781	0.681996722594441	0.59
SKIV2L	8.394642296	125	6499	0.681957824483484	0.586666666666667
NR1D2	8.393728374	126	9975	0.681883579955022	0.583333333333333
CC2D1B	8.389374289	127	200014	0.681529865975377	0.58
ITM2A	8.380792388	128	9452	0.680832695764958	0.576666666666667
ADAMTS2	8.376389089	129	9509	0.680474983774297	0.573333333333333
LZTR1	8.365323599	130	8216	0.679576053573205	0.57
NEBL	8.364153871	131	10529	0.679481028063601	0.566666666666667
EIF4E2	8.361035248	132	9470	0.679227679644279	0.563333333333333
CTR9	8.350137894	133	9646	0.67834240835285	0.56
ZSCAN18	8.337350412	134	65982	0.677303588222361	0.556666666666667
PPP1R16B	8.333915593	135	26051	0.677024552903149	0.553333333333333
SGSM3	8.33201499	136	27352	0.676870153103683	0.55
GLT8D1	8.315129467	137	55830	0.675498419309161	0.546666666666667
GCHFR	8.314044512	138	2644	0.675410280526665	0.543333333333333
NTRK2	8.31372209	139	4915	0.675384087843531	0.54
SLC9A1	8.31350061	140	6548	0.675366095412925	0.536666666666667
RNF31	8.28387939	141	55072	0.672959748359952	0.533333333333333
LINC00312	8.277442934	142	29931	0.67243686824471	0.53
ITPA	8.265649039	143	3704	0.671478764409813	0.526666666666667
TSR1	8.26480626	144	55720	0.671410299344466	0.523333333333333
ATRX	8.2545359	145	546	0.670575963334033	0.52
PRKY	8.250967149	146	5616	0.670286047744747	0.516666666666667
CHFR	8.241768977	147	55743	0.669538813360581	0.513333333333333
KRT17	8.235929322	148	3872	0.669064415729436	0.51
ULK3	8.231541983	149	25989	0.668708000285608	0.506666666666667
METTL3	8.221118972	150	56339	0.66786126332464	0.503333333333333
FUT1	8.219400277	151	2523	0.667721641234523	0.5
LETM1	8.207485914	152	3954	0.666753750908158	0.496666666666667
SELL	8.207212893	153	6402	0.66673157142741	0.493333333333333
ST20	7.651443562	154	400410	0.621582388112714	0.49
CCL4	7.58606065	155	6351	0.61627085882371	0.486666666666667
CYP19A1	7.469396826	156	1588	0.606793408230148	0.483333333333333
P2RY13	7.282195399	157	53829	0.591585675321987	0.48
CARD17	7.175997473	158	440068	0.5829584457122	0.476666666666667
CLEC4E	7.17327215	159	26253	0.58273704791125	0.473333333333333
CPLX2	7.05602728	160	10814	0.573212394726785	0.47
FFAR2	6.686796819	161	2867	0.543217119998214	0.466666666666667
S100A12	6.619908206	162	6283	0.537783271670224	0.463333333333333
ARSE	6.613715654	163	415	0.537280205650135	0.46
STAP1	6.600860841	164	8409	0.536235915733005	0.456666666666667
CLEC4D	6.595555231	165	338339	0.535804902459827	0.453333333333333
CCL8	6.569452636	166	6355	0.533684398896733	0.45
IL2RG	6.552260587	167	3561	0.532287763766723	0.446666666666667
IFI6	6.503315713	168	2537	0.528311615812383	0.443333333333333
APOBEC3A	6.474054742	169	200315	0.525934534404764	0.44
FCER1G	6.395595054	170	2207	0.519560683530424	0.436666666666667
CDR1	6.323451489	171	1038	0.51369993724689	0.433333333333333
SNORA74B	6.318870927	172	677841	0.513327824894	0.43
SIGLEC14	6.293636857	173	100049587	0.511277877931011	0.426666666666667
CASP5	6.26472675	174	838	0.508929299756966	0.423333333333333
GAPT	6.168303621	175	202309	0.501096147972277	0.42
GPR141	6.155552128	176	353345	0.500060251489906	0.416666666666667
PLEK	6.045438507	177	5341	0.491114921507359	0.413333333333333
OLR1	6.021567296	178	4973	0.489175689489206	0.41
IFIT1	6.002480742	179	3434	0.487625149944605	0.406666666666667
MMP8	5.984359062	180	4317	0.486152994129857	0.403333333333333
OAS1	5.868817087	181	4938	0.476766679486639	0.4
IFITM2	5.813120903	182	10581	0.472242073537584	0.396666666666667
ECRP	5.802511101	183	643332	0.471380162185677	0.393333333333333
HESX1	5.76881194	184	8820	0.468642534337802	0.39
CCL11	5.743123501	185	6356	0.466555675677587	0.386666666666667
GPX2	5.741710029	186	2877	0.466440849070794	0.383333333333333
BCL2A1	5.740055752	187	597	0.466306460123149	0.38
OAS3	5.728422525	188	4940	0.465361408517982	0.376666666666667
CLC	5.725094309	189	1178	0.465091033335486	0.373333333333333
CEACAM3	5.723118531	190	1084	0.464930526524232	0.37
CCDC140	5.704506012	191	151278	0.463418496289014	0.366666666666667
IL1RN	5.701245867	192	3557	0.463153651008738	0.363333333333333
GPR84	5.671912771	193	53831	0.460770710363005	0.36
CACNA1A	5.668110659	194	773	0.460461837163107	0.356666666666667
KCNJ2-AS1	5.664267036	195	400617	0.460149591722886	0.353333333333333
LILRA6	5.631254936	196	11025	0.457467778835116	0.35
ALOX5AP	5.593176515	197	241	0.454374391859318	0.346666666666667
IFIT2	5.587716504	198	3433	0.453930835470383	0.343333333333333
CA1	5.582109306	199	759	0.453475322011358	0.34
EIF2AK2	5.580041323	200	5610	0.453307324717606	0.336666666666667
DAPP1	5.563958701	201	27071	0.45200081640857	0.333333333333333
IGSF6	5.520578394	202	10261	0.448476718687188	0.33
SLC26A8	5.506320772	203	116369	0.447318468396278	0.326666666666667
CCL7	5.4858099	204	6354	0.445652221145452	0.323333333333333
RPH3A	5.478050892	205	22895	0.445021900516025	0.32
KCNH7	5.446896598	206	90134	0.442491010716268	0.316666666666667
TARP	5.399306009	207	445347	0.438624881178408	0.313333333333333
IFIT3	5.395553686	208	3437	0.438320052700957	0.31
TREML3P	5.391539003	209	340206	0.437993910813294	0.306666666666667
SP140	5.386715004	210	11262	0.437602022303057	0.303333333333333
TNFSF13B	5.365995721	211	10673	0.43591884431151	0.3
AQP9	5.301052387	212	366	0.430643025139269	0.296666666666667
C9orf66	5.239614078	213	157983	0.425651944630032	0.293333333333333
SYNPO2L	5.238810917	214	79933	0.425586698022856	0.29
LY96	5.235871343	215	23643	0.425347895055527	0.286666666666667
MX2	5.21441909	216	4600	0.423605172582037	0.283333333333333
RNASE3	5.212568439	217	6037	0.423454830746693	0.28
RNU11	5.20557302	218	26824	0.422886542003185	0.276666666666667
LRFN3	5.150962037	219	79414	0.418450094820995	0.273333333333333
RHOH	5.150244404	220	399	0.418391796275065	0.27
DNASE1	5.112287156	221	1773	0.41530825306301	0.266666666666667
OAS2	5.104030563	222	4939	0.414637509986488	0.263333333333333
HAMP	5.086773982	223	57817	0.413235632452958	0.26
CXCL10	5.065596479	224	3627	0.411515229919457	0.256666666666667
FCGR3B	5.054216863	225	2215	0.410590780979623	0.253333333333333
TFEC	5.052973342	226	22797	0.410489760728139	0.25
METTL7B	5.050136441	227	196410	0.410259298635054	0.246666666666667
CXorf21	5.032193607	228	80231	0.408801671781134	0.243333333333333
SYN1	5.025739997	229	6853	0.408277398121759	0.24
CDHR5	5.024198816	230	53841	0.408152196784426	0.236666666666667
SAMD9	5.023775998	231	54809	0.408117848204312	0.233333333333333
NOL4	5.015111129	232	8715	0.407413937900058	0.23
CCL3	5.000757743	233	6348	0.406247908003204	0.226666666666667
SAMD9L	4.989270763	234	219285	0.405314737105093	0.223333333333333
PGLYRP1	4.920252285	235	8993	0.399707864358595	0.22
HLA-J	4.920247795	236	3137	0.399707499603251	0.216666666666667
HS3ST3A1	4.909692507	237	9955	0.398850016819892	0.213333333333333
MAP2K6	4.890009085	238	5608	0.397250989348298	0.21
BCL2L14	4.871997852	239	79370	0.395787805946333	0.206666666666667
CDA	4.842135469	240	978	0.393361867469564	0.203333333333333
DDX60L	4.834136561	241	91351	0.392712058019015	0.2
ANKRD22	4.781795196	242	118932	0.388459988407555	0.196666666666667
EPHA7	4.776830465	243	2045	0.388056667213808	0.193333333333333
GBP5	4.774372068	244	115362	0.387856953752445	0.19
WAS	4.749238249	245	7454	0.385815150907032	0.186666666666667
KCNJ2	4.735259449	246	3759	0.384679551354275	0.183333333333333
S100A8	4.732550216	247	6279	0.384459460661003	0.18
ISG15	4.72720484	248	9636	0.384025216906538	0.176666666666667
TPSB2	4.700982881	249	7177	0.381895016537922	0.173333333333333
TREML4	4.700154683	250	285852	0.381827735993212	0.17
CHI3L2	4.653180597	251	1117	0.378011689476147	0.166666666666667
SULT1B1	4.648719353	252	27284	0.377649270191863	0.163333333333333
VTRNA1-1	4.643183596	253	56664	0.377199560404659	0.16
LINC00605	4.637874528	254	100131366	0.376768266213001	0.156666666666667
SRGN	4.637000777	255	5552	0.376697285066921	0.153333333333333
HERC5	4.615162238	256	51191	0.374923181773272	0.15
MGC12916	4.537464621	257	84815	0.368611239466675	0.146666666666667
HBA1	4.530376099	258	3039	0.368035387289599	0.143333333333333
ATP7B	4.515941533	259	540	0.36686276255115	0.14
HSH2D	4.511708645	260	84941	0.366518894284942	0.136666666666667
ZDHHC19	4.502686215	261	131540	0.365785936701116	0.133333333333333
PADI2	4.501823237	262	11240	0.365715830724149	0.13
CEACAM1	4.499082836	263	634	0.365493208027639	0.126666666666667
RNU12	4.491515345	264	26823	0.36487844571649	0.123333333333333
CHI3L1	4.485108213	265	1116	0.36435794780296	0.12
DNAAF1	4.470846387	266	123872	0.363199355990566	0.116666666666667
RNU4ATAC	4.465360076	267	100151683	0.362753663061424	0.113333333333333
TNF	4.463036789	268	7124	0.362564925567639	0.11
RGS18	4.457853751	269	64407	0.362143869709144	0.106666666666667
CARD16	4.456991747	270	114769	0.362073842857278	0.103333333333333
MXD1	4.431735258	271	4084	0.360022074635928	0.1
OLIG1	4.429262562	272	116448	0.359821199562839	0.0966666666666667
FPR1	4.34680989	273	2357	0.353122969568362	0.0933333333333333
LOC646214	4.339928889	274	646214	0.352563975830837	0.09
SPRR2E	4.334271801	275	6704	0.352104409444401	0.0866666666666667
CSTA	4.319062465	276	1475	0.350868844506114	0.0833333333333333
SIRPB1	4.304318565	277	10326	0.349671090317923	0.08
CLDN2	4.298643104	278	9075	0.349210031359122	0.0766666666666667
ZBP1	4.292935959	279	10642	0.348746398478651	0.0733333333333333
CDCA7	4.278359588	280	83879	0.3475622538891	0.07
IFI44L	4.278020717	281	10964	0.347534724934109	0.0666666666666667
RNU6ATAC	4.270275397	282	100151684	0.346905516280436	0.0633333333333333
IFITM1	4.239151272	283	8519	0.344377077327883	0.06
MNDA	4.19871502	284	4332	0.341092146598038	0.0566666666666667
SLC35F1	4.192379841	285	222553	0.340577493949812	0.0533333333333333
MX1	4.192271074	286	4599	0.340568658015643	0.05
HSPB6	4.188164908	287	126393	0.34023508429879	0.0466666666666667
CDH2	4.167922047	288	1000	0.338590609529989	0.0433333333333333
CTF1	4.146885297	289	1489	0.336881641385982	0.04
NBN	4.124541873	290	4683	0.335066522613165	0.0366666666666667
CSF3R	4.11165261	291	1441	0.334019434072077	0.0333333333333333
FREM2	4.092272691	292	341640	0.332445062355702	0.03
FCN1	4.091293756	293	2219	0.332365536348593	0.0266666666666667
KLHDC7B	4.088457693	294	113730	0.33213514233234	0.0233333333333333
SERPINB9	4.08489331	295	5272	0.331845581587451	0.02
CLEC4A	4.079133077	296	50856	0.33137763598278	0.0166666666666667
CDHR4	4.071916983	297	389118	0.33079142020467	0.0133333333333333
CD37	4.070417394	298	951	0.330669597687879	0.01
GCNT3	4.049017432	299	9245	0.328931123192485	0.00666666666666667
HRASLS2	4.033780649	300	54979	0.327693328534843	0.00333333333333333
